Release_Date,Title,Popularity,Vote_Count,Vote_Average,Original_Language,Genre
13-12-1995,Sense and Sensibility,16.05,1297.00,7.50,en,"Drama, Romance"
30-09-2018,Marvel Rising: Secret Warriors,16.05,69.00,7.00,en,"Family, Animation, Action, Comedy, Science Fiction, TV Movie, Adventure"
02-07-2014,Premature,16.05,376.00,5.50,en,Comedy
11-09-2007,Cleaner,16.05,576.00,6.10,en,"Crime, Thriller, Mystery"
04-07-1996,Kingpin,16.05,650.00,6.50,en,Comedy
18-05-2017,A Family Man,16.04,416.00,6.70,en,Drama
04-10-1996,The Glimmer Man,16.04,288.00,5.40,en,"Action, Crime"
17-04-1998,Paulie,16.04,355.00,6.80,en,"Comedy, Family"
27-03-1974,The Great Gatsby,16.04,370.00,6.30,en,"Drama, Romance"
04-05-1984,The Bounty,16.04,382.00,6.70,en,"Action, Drama, History"
06-12-2013,Out of the Furnace,16.04,1584.00,6.60,en,"Thriller, Drama, Crime"
15-11-1991,Cape Fear,16.04,2548.00,7.20,en,"Thriller, Crime"
20-02-2018,Purpose of Reunion 3,16.04,0.00,0.00,ko,"Drama, Romance"
22-07-1983,Class,16.04,121.00,5.90,en,"Comedy, Drama"
17-08-1989,Blind Fury,16.04,339.00,6.60,en,"Action, Thriller"
04-09-1992,El Mariachi,16.04,851.00,6.70,es,"Action, Crime, Thriller"
13-09-2016,Five Nights at Freddy's: The Fan Film,16.03,1.00,2.00,en,"Animation, Horror"
22-04-2005,Beauty Shop,16.03,387.00,6.10,en,"Comedy, Romance"
13-10-2021,Found,16.03,25.00,7.60,en,Documentary
12-02-2021,Land,16.03,143.00,6.90,en,Drama
10-09-1954,Sabrina,16.03,964.00,7.50,en,"Comedy, Drama, Romance"
13-01-1991,Sleeping with the Enemy,16.03,802.00,6.40,en,"Drama, Crime, Thriller"
14-06-1985,Secret Admirer,16.03,130.00,7.10,en,"Comedy, Romance"
13-12-2018,Malevolent,16.02,307.00,5.00,en,Horror
13-03-1992,American Me,16.02,250.00,7.40,en,"Crime, Drama"
25-12-2014,Selma,16.02,1906.00,7.40,en,"History, Drama"
15-02-1964,Woman in the Dunes,16.02,269.00,8.30,ja,"Drama, Thriller"
26-05-1994,To Live,16.02,185.00,7.90,zh,"Drama, Romance, War"
22-04-2009,City of Life and Death,16.02,160.00,7.50,zh,"Drama, History, War"
08-03-2003,The Twins Effect,16.02,115.00,5.90,cn,"Action, Comedy, Horror"
07-04-2002,Changing Lanes,16.02,823.00,6.20,en,"Crime, Thriller"
03-07-2020,Relic,16.02,510.00,6.00,en,"Horror, Drama, Mystery, Thriller"
08-09-2006,Babel,16.02,2985.00,7.20,en,Drama
15-08-2019,Heroic Losers,16.02,429.00,7.70,es,"Comedy, Thriller"
01-03-2019,Apollo 11,16.02,468.00,7.90,en,"Documentary, History"
01-05-1992,Split Second,16.02,199.00,6.00,en,"Horror, Science Fiction"
10-03-2006,Failure to Launch,16.01,1337.00,5.80,en,Comedy
06-01-2005,Racing Stripes,16.01,475.00,5.80,en,"Comedy, Family"
17-12-1980,Any Which Way You Can,16.01,244.00,5.90,en,"Action, Adventure, Comedy"
24-06-1983,Yellowbeard,16.01,104.00,5.50,en,"Comedy, Adventure"
10-06-2011,Martha Marcy May Marlene,16.01,588.00,6.70,en,"Drama, Thriller"
20-03-1981,The Postman Always Rings Twice,16.01,355.00,6.50,en,"Romance, Crime, Drama"
08-06-1978,The Driver,16.01,276.00,7.20,en,"Action, Crime, Drama, Thriller"
27-11-2020,The Call,16.00,462.00,7.60,ko,"Thriller, Mystery, Science Fiction"
04-09-2019,The Banana Splits Movie,16.00,183.00,6.90,en,"Comedy, Horror, Science Fiction, Thriller"
28-08-2018,Scooby-Doo! and the Gourmet Ghost,16.00,118.00,8.30,en,"Animation, Adventure, Crime, Family, Comedy"
18-04-2014,Poseidon Rex,16.00,42.00,3.90,en,"Action, Science Fiction, Horror"
10-11-2010,London Boulevard,16.00,563.00,5.90,en,"Drama, Crime"
24-06-1993,Crime Story,15.99,112.00,6.60,cn,"Action, Crime"
10-08-2021,Untold: Malice at the Palace,15.99,49.00,7.10,en,"Documentary, Crime"
04-03-2009,The Young Victoria,15.99,852.00,7.20,en,"Drama, History, Romance"
26-12-2012,Maniac,15.99,705.00,6.00,en,Horror
09-11-1957,Night of the Demon,15.99,182.00,7.10,en,"Fantasy, Horror, Mystery, Thriller"
07-06-2013,Blackfish,15.99,910.00,7.90,en,Documentary
10-04-2015,The Marine 4: Moving Target,15.98,188.00,6.40,en,Action
07-03-2018,The Night Eats the World,15.98,484.00,6.00,fr,"Drama, Horror, Thriller"
13-09-2017,Victoria & Abdul,15.98,1005.00,7.00,en,"Drama, History"
12-01-2006,The Last King of Scotland,15.98,1619.00,7.50,en,Drama
24-12-2013,Pinocchio,15.97,13.00,4.80,de,"Animation, Drama, Fantasy"
11-06-2003,The Triplets of Belleville,15.97,712.00,7.40,fr,"Animation, Drama, Comedy"
22-05-2009,Dance Flick,15.97,192.00,4.70,en,"Action, Comedy, Music"
20-07-2015,Zombie Shark,15.97,43.00,4.20,en,"Horror, Science Fiction, TV Movie"
25-07-1986,Maximum Overdrive,15.97,522.00,5.70,en,"Horror, Action, Science Fiction"
01-07-2018,Big Legend,15.97,113.00,6.50,en,"Horror, Action, Thriller"
01-02-2019,Then Came You,15.97,370.00,7.50,en,"Comedy, Drama"
21-09-1988,The Lair of the White Worm,15.96,151.00,5.90,en,"Horror, Comedy, Fantasy"
12-01-2001,Save the Last Dance,15.96,1062.00,6.60,en,"Drama, Family, Romance, Music"
04-03-1995,Marmalade Boy,15.96,13.00,5.50,ja,"Animation, Romance"
26-03-2010,Hot Tub Time Machine,15.96,1969.00,6.00,en,"Science Fiction, Comedy, Adventure"
12-07-1985,Explorers,15.95,343.00,6.30,en,"Family, Science Fiction"
25-12-2005,The New World,15.95,907.00,6.50,en,"Drama, History, Romance"
09-06-2007,Evening,15.95,140.00,5.80,en,"Drama, Romance"
01-05-2020,Good Omens: Lockdown,15.95,10.00,8.50,en,"Comedy, Fantasy"
21-10-1977,Emanuelle and the Last Cannibals,15.95,67.00,4.70,it,"Adventure, Horror"
21-06-2006,"Paris, Je T'Aime",15.95,565.00,6.80,fr,"Drama, Romance"
23-03-2007,Once,15.95,1022.00,7.40,en,"Drama, Music, Romance"
14-09-2018,Patient Zero,15.94,275.00,5.30,en,"Horror, Thriller, Action, Drama"
12-05-1989,"See No Evil, Hear No Evil",15.94,747.00,6.70,en,"Crime, Comedy"
01-01-1991,Scream Queen Hot Tub Party,15.94,10.00,6.60,en,Horror
17-10-2004,Finding Neverland,15.94,3069.00,7.30,en,Drama
26-09-2019,DeadTectives,15.94,52.00,6.10,en,"Comedy, Horror"
06-10-1995,Macross Plus: Movie Edition,15.94,40.00,7.00,ja,"Action, Adventure, Animation, Science Fiction"
30-01-1998,Great Expectations,15.94,448.00,6.60,en,"Comedy, Drama, Romance"
20-02-2020,My Salinger Year,15.93,86.00,6.40,en,Drama
25-11-2020,Folklore: The Long Pond Studio Sessions,15.93,82.00,8.60,en,"Music, Documentary"
21-11-2015,Digimon Adventure tri. Part 1: Reunion,15.92,68.00,6.60,ja,"Animation, Adventure, Science Fiction"
02-11-2012,The Man with the Iron Fists,15.92,907.00,5.50,en,Action
09-02-2009,Mary and Max,15.92,1494.00,7.90,en,"Animation, Comedy, Drama"
16-06-2016,The Fundamentals of Caring,15.92,1858.00,7.30,en,"Comedy, Drama"
31-01-2003,The Sleeping Dictionary,15.92,117.00,6.60,en,"Drama, Romance"
25-10-2008,The Librarian: The Curse of the Judas Chalice,15.92,375.00,6.20,en,"Fantasy, Action, Adventure, Comedy"
26-08-2009,Taking Woodstock,15.92,335.00,6.20,en,"Music, Comedy, Drama"
17-03-2005,Ice Princess,15.92,768.00,6.40,en,"Family, Drama, Comedy"
02-08-2016,The Apostle Peter: Redemption,15.91,13.00,7.30,en,Drama
24-05-2014,Time Lapse,15.91,975.00,6.50,en,"Thriller, Science Fiction, Mystery"
23-11-2005,"Yours, Mine & Ours",15.91,688.00,6.10,en,"Comedy, Family, Romance"
14-12-1974,The Towering Inferno,15.91,668.00,7.00,en,"Action, Thriller, Drama"
09-10-2008,Bronson,15.91,2006.00,7.00,en,"Drama, Action, Crime"
08-05-1992,Poison Ivy,15.91,258.00,5.30,en,"Thriller, Drama"
18-01-2009,I Love You Phillip Morris,15.91,1279.00,6.40,en,"Comedy, Drama, Romance"
08-08-1986,The Transformers: The Movie,15.91,375.00,7.20,en,"Animation, Science Fiction, Action, Adventure, Family"
30-09-2015,The Walk,15.91,2710.00,7.00,en,"Adventure, Drama, Thriller"
16-07-2020,Fatal Affair,15.90,235.00,5.80,en,Thriller
31-03-1971,The Beguiled,15.90,318.00,7.00,en,"Drama, Thriller, War"
15-11-1985,Runaway Train,15.90,385.00,7.00,en,"Action, Thriller, Drama, Adventure"
10-12-1998,Jack Frost,15.90,901.00,5.90,en,"Comedy, Family, Drama, Fantasy"
17-12-1966,El Dorado,15.90,367.00,7.40,en,"Western, Adventure, Action, Romance"
03-01-2019,Giant Little Ones,15.90,185.00,7.40,en,Drama
22-05-1958,Dracula,15.89,414.00,7.30,en,Horror
17-05-1987,Wings of Desire,15.89,938.00,7.80,de,"Drama, Fantasy, Romance"
08-04-2005,Kim Possible: So the Drama,15.89,139.00,6.90,en,"Animation, Adventure, Family, Action"
28-09-1994,Asterix Conquers America,15.89,459.00,6.20,fr,"Family, Animation, Adventure, Comedy"
21-11-1986,An American Tail,15.89,1071.00,6.70,en,"Drama, Family, Animation, Adventure, Music"
10-03-2000,Mission to Mars,15.89,1089.00,6.00,en,"Science Fiction, Thriller"
27-09-2015,Female War: A Nasty Deal,15.89,9.00,3.50,ko,"Drama, Romance"
11-05-2000,Brother 2,15.89,174.00,7.50,ru,"Action, Crime, Drama"
17-08-1979,Life of Brian,15.89,3423.00,7.80,en,Comedy
26-11-2003,The Missing,15.89,452.00,6.30,en,"Thriller, Western, Adventure"
09-03-2018,Utøya: July 22,15.89,255.00,7.30,no,"History, Drama"
18-12-2014,The Invisible Boy,15.89,873.00,6.20,it,"Comedy, Adventure, Science Fiction, Fantasy"
15-03-1996,Executive Decision,15.89,688.00,6.20,en,"Action, Adventure, Drama, Thriller"
22-11-1994,Junior,15.88,1143.00,5.10,en,"Comedy, Family, Romance"
27-04-2001,Driven,15.88,557.00,5.10,en,Action
27-11-2002,Solaris,15.88,1021.00,5.90,en,"Drama, Science Fiction, Mystery, Romance"
13-09-2000,Sexy Beast,15.88,545.00,7.00,en,"Crime, Drama, Thriller"
16-12-1987,Moonstruck,15.88,646.00,6.80,en,"Comedy, Drama, Romance"
14-06-1944,Double Indemnity,15.87,1314.00,8.20,en,"Crime, Drama, Mystery, Thriller"
10-11-2017,The Chinese Widow,15.87,110.00,7.40,zh,"Drama, Romance, History, War"
22-10-2010,Hereafter,15.87,1323.00,6.00,en,"Drama, Fantasy"
27-02-2004,Club Dread,15.87,273.00,5.20,en,"Comedy, Horror"
18-11-1997,Jack Frost,15.87,165.00,5.20,en,"Fantasy, Horror, Comedy"
20-12-1996,One Fine Day,15.87,511.00,6.40,en,"Romance, Comedy"
15-05-2020,Proximity,15.86,120.00,6.20,en,"Science Fiction, Drama"
18-06-2021,Jagame Thandhiram,15.86,21.00,6.30,ta,"Crime, Comedy"
27-02-2020,Anastasia: Once Upon a Time,15.86,64.00,6.20,en,"Family, Adventure, Fantasy"
11-10-2019,Her Blue Sky,15.86,76.00,7.10,ja,"Animation, Romance"
20-10-1983,Rumble Fish,15.86,478.00,7.00,en,"Action, Crime, Drama"
05-06-2014,Jersey Boys,15.86,571.00,6.80,en,"Music, Drama"
26-05-1977,Smokey and the Bandit,15.86,523.00,6.90,en,"Action, Adventure, Comedy"
14-11-1990,Europa Europa,15.86,168.00,7.30,de,"History, Drama, War"
14-02-2014,Get Married If You Can,15.85,157.00,7.40,es,"Comedy, Romance"
30-06-2013,A Common Man,15.85,57.00,6.10,en,"Action, Thriller"
27-03-2009,Lupin the Third vs. Detective Conan,15.85,87.00,7.00,ja,"Action, Animation, Comedy, Crime, TV Movie"
06-06-2018,Bombshell: The Hedy Lamarr Story,15.84,76.00,7.00,en,Documentary
27-11-2020,A Go! Go! Cory Carson Christmas,15.84,16.00,6.90,en,"Animation, Family"
17-12-1987,A Better Tomorrow II,15.84,165.00,7.10,zh,"Action, Crime, Thriller"
09-03-2018,The Skin of the Wolf,15.84,104.00,5.20,es,"Romance, Drama"
07-02-2013,Safe Haven,15.84,2040.00,7.20,en,"Romance, Thriller"
13-04-2018,The Miracle Season,15.84,247.00,7.30,en,Drama
12-09-2019,The Room,15.84,683.00,6.40,en,"Horror, Drama, Mystery, Science Fiction"
13-05-2010,The Housemaid,15.83,216.00,6.40,ko,"Thriller, Drama"
06-02-2020,A Night of Horror: Nightmare Radio,15.83,65.00,5.60,en,Horror
20-07-2015,3-Headed Shark Attack,15.83,128.00,4.10,en,"Science Fiction, Action, Horror"
26-02-2016,Eddie the Eagle,15.83,1752.00,7.20,en,"Comedy, Drama, History, Adventure"
02-08-1992,Ranma ½: The Movie 2 — The Battle of Togenkyo: Rescue the Brides!,15.83,75.00,8.00,ja,"Action, Comedy, Animation"
12-02-2010,The Ghost Writer,15.83,1741.00,6.80,en,"Thriller, Mystery"
21-06-2019,The Influence,15.82,214.00,4.80,es,Horror
17-09-2019,Ad Astra,15.82,5292.00,6.10,en,"Science Fiction, Drama"
02-02-2009,Space Buddies,15.82,149.00,5.80,en,"Comedy, Adventure, Drama, Family"
31-10-2003,Fan-Fan the Tulip,15.82,174.00,5.40,fr,"Adventure, Comedy"
19-04-1997,Detective Conan: The Time Bombed Skyscraper,15.82,153.00,7.10,ja,"Adventure, Mystery, Animation"
07-08-1985,Real Genius,15.82,296.00,6.60,en,"Comedy, Romance, Science Fiction"
17-03-2000,High Fidelity,15.81,1528.00,7.20,en,"Comedy, Drama, Romance, Music"
15-03-2018,7 Days in Entebbe,15.81,333.00,5.80,en,"Thriller, Drama, Crime"
22-08-2015,Date A Live: Mayuri Judgment,15.81,37.00,7.90,ja,"Animation, Romance, Science Fiction"
01-05-1998,Black Dog,15.81,176.00,6.20,en,Action
15-04-2011,Water for Elephants,15.81,2208.00,6.90,en,"Drama, Romance"
27-05-1994,Three Colors: Red,15.81,984.00,8.00,fr,"Drama, Mystery, Romance"
15-05-1981,Chariots of Fire,15.81,658.00,6.90,en,"Drama, History"
09-10-2014,Monsters: Dark Continent,15.81,266.00,4.70,en,"Thriller, Drama, Science Fiction"
26-06-1998,Out of Sight,15.81,955.00,6.60,en,"Romance, Comedy, Crime"
09-04-1999,Never Been Kissed,15.80,1208.00,6.20,en,"Romance, Comedy, Drama"
17-03-2002,Clockstoppers,15.80,233.00,5.20,en,"Adventure, Family, Science Fiction, Thriller"
14-10-2005,The Fog,15.80,562.00,4.40,en,"Horror, Thriller"
28-07-2020,Legacy of Lies,15.80,179.00,5.60,en,Thriller
04-08-1998,The Swan Princess: The Mystery of the Enchanted Kingdom,15.80,220.00,6.00,en,"Family, Fantasy, Animation, Mystery"
21-09-2017,Destruction: Los Angeles,15.80,60.00,5.50,en,"Action, Adventure"
10-05-2002,Dog Soldiers,15.80,623.00,6.70,en,"Horror, Action, Thriller"
14-06-2019,Plus One,15.79,221.00,7.10,en,"Romance, Comedy, Drama"
16-06-1965,Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes,15.79,123.00,6.80,en,Comedy
04-04-2021,Color of Love,15.79,3.00,5.80,en,"Drama, TV Movie"
25-05-2006,Candy,15.79,488.00,7.10,en,"Drama, Romance"
28-09-1999,Alvin and the Chipmunks Meet Frankenstein,15.79,116.00,7.00,en,"Animation, Comedy"
01-11-2001,Citizen Toxie: The Toxic Avenger IV,15.79,94.00,6.50,en,"Comedy, Horror"
28-06-1985,Pale Rider,15.78,781.00,7.20,en,Western
24-01-2001,Sugar & Spice,15.78,199.00,6.40,en,"Crime, Comedy, Drama"
17-06-2009,Enter the Void,15.78,1364.00,7.40,en,"Fantasy, Drama"
12-10-2001,Bandits,15.78,781.00,6.30,en,"Comedy, Crime"
24-10-2018,Sink or Swim,15.78,1257.00,6.90,fr,"Drama, Comedy"
09-09-2017,Mom and Dad,15.78,744.00,5.20,en,"Thriller, Horror, Comedy"
16-01-1996,Poison Ivy 2: Lily,15.78,90.00,4.80,en,"Drama, Romance, Thriller"
01-11-2018,Christmas with a View,15.78,260.00,5.80,en,"Romance, Family, TV Movie"
17-09-1993,The Pelican Brief,15.78,1151.00,6.50,en,"Mystery, Drama, Thriller, Crime"
28-08-2020,I Am Woman,15.78,19.00,7.00,en,"Music, Drama"
22-05-2011,Family Guy Presents: It's a Trap!,15.77,344.00,6.80,en,"Animation, Fantasy, Comedy, Science Fiction, Adventure"
23-02-2006,Forbidden Quest,15.77,14.00,5.60,ko,"Romance, Comedy"
20-07-2006,My Super Ex-Girlfriend,15.77,1161.00,5.00,en,"Comedy, Science Fiction, Romance"
12-06-2020,Infamous,15.77,129.00,5.90,en,Crime
10-07-1998,The Patriot,15.77,237.00,5.50,en,"Action, Thriller"
19-06-2009,Exam,15.77,1577.00,6.70,en,"Thriller, Mystery"
30-04-2002,Femme Fatale,15.77,430.00,6.20,en,"Thriller, Crime, Romance"
07-08-1987,Hamburger Hill,15.77,304.00,6.50,en,"War, Action, Drama"
30-03-2001,The Tailor of Panama,15.76,355.00,6.10,en,"Drama, Thriller"
23-09-2016,Queen of Katwe,15.76,350.00,7.20,en,Drama
24-06-1994,Wyatt Earp,15.76,631.00,6.70,en,"Western, Drama, Action, Adventure"
10-12-1977,Capricorn One,15.76,326.00,6.80,en,"Drama, Action, Thriller, Science Fiction"
30-10-2015,Top Cat Begins,15.76,119.00,6.60,es,"Comedy, Animation, Family"
22-02-2017,If I Were a Boy,15.76,317.00,5.30,fr,Comedy
26-07-2018,Hot Summer Nights,15.76,534.00,6.70,en,"Drama, Comedy"
14-09-2005,The Notorious Bettie Page,15.76,113.00,6.30,en,"Comedy, Drama"
09-03-1989,Police Academy 6: City Under Siege,15.76,630.00,5.10,en,"Comedy, Crime"
19-02-1999,October Sky,15.76,904.00,7.60,en,"Family, Drama"
17-08-1995,The City of Lost Children,15.75,788.00,7.40,fr,"Fantasy, Science Fiction, Adventure"
28-11-2011,The Best Exotic Marigold Hotel,15.75,1091.00,6.90,en,"Drama, Comedy"
03-04-2008,Nim's Island,15.75,965.00,5.90,en,"Adventure, Comedy, Family, Fantasy"
12-07-2018,Occupation,15.75,146.00,4.40,en,"Action, Science Fiction, Drama"
24-11-2003,Honey,15.75,982.00,6.30,en,"Music, Drama, Romance, Family"
21-12-1960,Swiss Family Robinson,15.75,245.00,6.90,en,"Adventure, Family"
02-12-1981,The Cabbage Soup,15.75,682.00,6.40,fr,"Comedy, Science Fiction"
10-05-1984,Women in Fury,15.75,13.00,3.90,it,"Action, Drama"
11-07-2017,LEGO Scooby-Doo! Blowout Beach Bash,15.74,136.00,7.40,en,"Animation, Comedy, Family, Mystery"
26-12-2013,August: Osage County,15.74,1198.00,6.90,en,"Comedy, Drama"
29-07-1983,Krull,15.74,380.00,6.00,en,"Action, Adventure, Fantasy, Science Fiction"
30-08-2018,A Fortunate Man,15.74,112.00,6.80,da,Drama
10-06-2016,Be Somebody,15.74,239.00,6.60,en,"Drama, Comedy, Romance"
16-09-2019,3 from Hell,15.74,295.00,5.80,en,Horror
12-12-2008,What Doesn't Kill You,15.73,129.00,6.10,en,"Action, Crime, Drama"
27-06-2003,The Room,15.73,1108.00,4.10,en,"Drama, Romance"
12-09-2012,Aftershock,15.73,248.00,5.10,es,"Horror, Thriller"
25-11-2009,According to Greta,15.73,166.00,6.10,en,"Drama, Romance"
17-09-2013,Shrek the Musical,15.73,84.00,7.30,en,"Music, Comedy, Fantasy"
20-12-1981,Sexo Profundo,15.73,2.00,8.00,pt,"Drama, Crime, Horror"
11-11-2011,40858,15.73,183.00,4.60,en,"Horror, Thriller"
23-03-2013,Rape Zombie: Lust of the Dead 3,15.72,18.00,5.90,ja,"Horror, Comedy"
10-04-2020,Corona Zombies,15.72,29.00,4.70,en,"Horror, Comedy"
12-03-1980,Emmanuelle: Queen of Sados,15.72,16.00,4.80,el,"Crime, Drama"
22-10-2003,Ruby & Quentin,15.72,625.00,6.70,fr,"Comedy, Crime"
24-11-2009,The Boondock Saints II: All Saints Day,15.72,573.00,6.00,en,"Action, Thriller, Crime"
14-10-2016,Trespass Against Us,15.72,261.00,5.80,en,"Action, Crime, Drama"
19-11-2020,Aline,15.72,133.00,7.10,fr,"Drama, Comedy, Music"
26-04-2011,Sniper: Reloaded,15.72,141.00,6.10,en,"War, Action, Thriller, Drama"
06-06-2007,Gone Baby Gone,15.71,2919.00,7.30,en,"Crime, Drama, Mystery"
31-07-1989,Parenthood,15.71,476.00,6.70,en,"Comedy, Family"
11-05-2017,The Wizard of Lies,15.71,438.00,6.60,en,"Crime, Drama, History, Thriller, TV Movie"
16-10-2014,The Perfect Dictatorship,15.71,130.00,7.30,es,"Drama, Comedy"
29-08-2013,Getaway,15.71,526.00,5.10,en,"Action, Crime"
26-11-2003,Bad Santa,15.71,1670.00,6.50,en,"Drama, Comedy, Crime"
04-10-2019,Rogue Warfare,15.71,106.00,5.60,en,"Action, War"
19-11-2017,Manhunt,15.71,89.00,5.60,zh,"Action, Thriller, Crime"
08-08-2010,"Tomorrow, When the War Began",15.71,417.00,6.20,en,"Action, Adventure, Drama"
17-08-2011,The Awakening,15.71,1149.00,6.40,en,"Horror, Thriller, Mystery"
02-02-2012,Celebrity Sex Tape,15.71,40.00,4.00,en,Comedy
15-10-2021,Occupation: Rainfall,15.70,22.00,5.80,en,"Science Fiction, Action"
28-04-2006,United 93,15.70,1111.00,7.10,en,"Drama, History, Crime, Thriller, Action"
25-10-2002,Punch-Drunk Love,15.70,1714.00,7.10,en,"Comedy, Drama, Romance"
18-10-1987,Scooby-Doo! Meets the Boo Brothers,15.70,170.00,7.40,en,"Animation, Adventure, Comedy, Family, TV Movie"
16-10-1998,Kuch Kuch Hota Hai,15.70,299.00,7.70,hi,"Drama, Romance"
24-05-2019,Elisa & Marcela,15.70,302.00,7.40,es,"Drama, Romance"
09-02-2007,Music and Lyrics,15.70,1394.00,6.40,en,"Comedy, Music, Romance"
09-12-1995,Four Rooms,15.70,2122.00,5.70,en,"Crime, Comedy"
24-07-1981,Blow Out,15.70,987.00,7.30,en,"Thriller, Crime, Mystery"
11-11-2016,The Monster,15.70,457.00,5.50,en,"Horror, Drama"
24-10-1961,El Cid,15.70,193.00,6.90,en,"Action, Drama, History, Romance, War"
05-12-2019,A Christmas Prince: The Royal Baby,15.69,435.00,6.40,en,"Romance, Family"
28-01-2011,Avalon High,15.69,480.00,6.20,en,"Fantasy, Family, Drama, TV Movie"
12-10-2016,Planetarium,15.69,166.00,4.60,fr,"Drama, Fantasy, Mystery"
20-12-2015,Taylor Swift: The 1989 World Tour - Live,15.69,99.00,8.40,en,"Music, Documentary"
14-12-2001,Kabhi Khushi Kabhie Gham,15.69,410.00,7.80,hi,"Comedy, Drama"
20-02-2009,Fired Up!,15.69,485.00,6.10,en,Comedy
30-08-2011,Adventures of Bailey: The Lost Puppy,15.69,8.00,5.70,en,Family
11-06-2004,The Chronicles of Riddick,15.69,3255.00,6.50,en,"Action, Science Fiction"
19-04-1998,Detective Conan: The Fourteenth Target,15.68,141.00,7.10,ja,"Crime, Thriller, Animation"
09-05-2018,Everybody Knows,15.68,773.00,6.50,es,Drama
04-09-1991,La Belle Noiseuse,15.68,125.00,7.30,fr,Drama
19-10-2009,A Single Man,15.68,1259.00,7.30,en,"Romance, Drama"
06-07-2012,Savages,15.68,1822.00,6.30,en,"Crime, Drama, Thriller"
18-07-1996,The Frighteners,15.67,1139.00,6.90,en,"Horror, Comedy"
29-07-1997,One Eight Seven,15.67,443.00,6.60,en,"Drama, Thriller"
04-10-2019,Semper Fi,15.67,98.00,6.00,en,"Drama, Action"
24-09-2004,First Daughter,15.66,682.00,6.20,en,"Comedy, Drama, Family, Romance"
15-02-2007,Bordertown,15.66,254.00,6.30,en,"Crime, Drama, Mystery, Thriller"
22-09-2000,Urban Legends: Final Cut,15.66,353.00,4.80,en,"Horror, Mystery, Thriller"
15-07-2010,Womb,15.65,275.00,6.10,en,"Romance, Science Fiction"
21-01-2017,Walking Out,15.65,113.00,5.70,en,"Adventure, Drama, Thriller"
05-10-1991,Riki-Oh: The Story of Ricky,15.65,200.00,6.70,cn,"Comedy, Action, Thriller"
08-02-1978,Little Lips,15.65,18.00,5.30,it,Drama
10-03-2011,Kill the Irishman,15.64,474.00,6.80,en,"Action, Crime, Thriller, Drama"
26-06-1982,The Last American Virgin,15.64,162.00,6.50,en,Comedy
18-06-1986,Legal Eagles,15.64,164.00,6.00,en,"Comedy, Crime, Romance, Thriller"
